Año;Mes;Fecha de Embarque;DUA;Aduana;Región;RUC;Razón Social;Continente;País;Agente de Aduana;Empresa de Transporte;Almacén;Puerto;Vía de transporte;Sector;Subsector;Partida;Descripción Arancelaria;Descripción Comercial;US$ FOB;Peso Bruto (Kg.);Peso Neto (Kg.);Unidad de Medida;Cantidad;FOB US$ / P. Neto (kg.);FOB US$ / Unidades,,,,,,,,,
2025;1;20250101;9249;IAT-LAMBAYEQUE;LAMBAYEQUE;20606009284;BOMAREA S.R.L.;AMERICA DEL NORTE;ESTADOS UNIDOS;TRANSITARIO INTERNACIONAL MULTIMODAL SAC;COSMOS AGENCIA MARITIMA SAC;BOMAREA S.R.L.;KINGSTON;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS EN CAJAS DE 3.6 KG /VARIEDAD:ATLAS BLUE/AZRA BLUE/ BILOXI/SEKOYA BEAUTY/SEKOYA POP;61,064.10;21,496.00;19,584.00;KILOGRAMO;19584;3.12;3.12,,,,
2025;1;20250101;9248;IAT-LAMBAYEQUE;LAMBAYEQUE;20606009284;BOMAREA S.R.L.;AMERICA DEL NORTE;ESTADOS UNIDOS;TRANSITARIO INTERNACIONAL MULTIMODAL SAC;COSMOS AGENCIA MARITIMA SAC;BOMAREA S.R.L.;KINGSTON;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS EN CAJAS/ VARIEDAD SEKOYA BEAUTY-VENTURA/ CONSUMO HUMANO / COLD TREATMENT DRAWBACK;59,581.39;16,972.00;12,729.60;KILOGRAMO;12729.6;4.68;4.68,,,,
2025;1;20250101;9250;IAT-LAMBAYEQUE;LAMBAYEQUE;20606009284;BOMAREA S.R.L.;AMERICA DEL NORTE;ESTADOS UNIDOS;TRANSITARIO INTERNACIONAL MULTIMODAL SAC;COSMOS AGENCIA MARITIMA SAC;BOMAREA S.R.L.;KINGSTON;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS EN CAJAS/ VARIEDAD AZRA BLUE-BILOXI-SEKOYA BEAUTY-SEKOYA POP-VENTURA/ CONSUMO HUMA;68,609.43;21,496.00;19,584.00;KILOGRAMO;19584;3.50;3.50,,,,
2025;1;20250101;23483;SALAVERRY;LA LIBERTAD;20610068767;AQU ANQA II S.A.C.;AMERICA DEL NORTE;ESTADOS UNIDOS;DESPACHOS ADUANEROS CHAVIMOCHIC SAC;CITIKOLD DEL PERU S.A.C.;AQU ANQA II S.A.C.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARÁNDANOS FRESCOS EN CAJAS CONSUMO HUMANO/VARIEDAD: SEKOYA POP;83,961.65;15,335.40;14,194.32;CAJA                                              ;2478;5.92;33.88,,,,
2025;1;20250101;23486;SALAVERRY;LA LIBERTAD;20610068767;AQU ANQA II S.A.C.;AMERICA DEL NORTE;ESTADOS UNIDOS;DESPACHOS ADUANEROS CHAVIMOCHIC SAC;CITIKOLD DEL PERU S.A.C.;AQU ANQA II S.A.C.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARÁNDANOS FRESCOS EN CAJAS CONSUMO HUMANO/VARIEDAD: SEKOYA POP;108,281.06;16,320.00;13,586.40;CAJA                                              ;4080;7.97;26.54,,,,
2025;1;20250102;3329;CHIMBOTE;ANCASH;20104902864;EXPORTADORA FRUTICOLA DEL SUR SA;AMERICA DEL SUR;CHILE;DESPACHOS ADUANEROS CHAVIMOCHIC SAC;MAERSK LINE PERU S.A.C.;EXPORTADORA FRUTICOLA DEL SUR SA;SAN ANTONIO;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS CONVENCIONALES FRESCOS EN CAJAS PARA CONSUMO HUMANO;25,366.03;5,754.06;4,492.80;CAJA                                              ;1248;5.65;20.33,,,,
2025;1;20250102;9316;IAT-LAMBAYEQUE;LAMBAYEQUE;20554556192;AGROVISION PERU S.A.C.;AMERICA DEL NORTE;ESTADOS UNIDOS;LIP ADUANAS S.A.;CITIKOLD DEL PERU S.A.C.;AGROVISION PERU S.A.C.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS EN CAJAS DE 3 KG SE ACOGE AL DRAWBACK;83,068.80;17,971.00;16,320.00;CAJA                                              ;5440;5.09;15.27,,,,
2025;1;20250102;3329;CHIMBOTE;ANCASH;20104902864;EXPORTADORA FRUTICOLA DEL SUR SA;AMERICA DEL SUR;CHILE;DESPACHOS ADUANEROS CHAVIMOCHIC SAC;MAERSK LINE PERU S.A.C.;EXPORTADORA FRUTICOLA DEL SUR SA;SAN ANTONIO;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS CONVENCIONALES FRESCOS EN CAJAS PARA CONSUMO HUMANO;29,156.22;6,915.94;5,400.00;CAJA                                              ;3600;5.40;8.10,,,,
2025;1;20250102;9317;IAT-LAMBAYEQUE;LAMBAYEQUE;20554556192;AGROVISION PERU S.A.C.;AMERICA DEL NORTE;ESTADOS UNIDOS;LIP ADUANAS S.A.;CITIKOLD DEL PERU S.A.C.;AGROVISION PERU S.A.C.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS EN CAJAS DE 3 KG SE ACOGE AL DRAWBACK;83,068.80;17,971.00;16,320.00;CAJA                                              ;5440;5.09;15.27,,,,
2025;1;20250102;9395;IAT-LAMBAYEQUE;LAMBAYEQUE;20554556192;AGROVISION PERU S.A.C.;AMERICA DEL NORTE;ESTADOS UNIDOS;TRANSITARIO INTERNACIONAL MULTIMODAL SAC;CITIKOLD DEL PERU S.A.C.;AGROVISION PERU S.A.C.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANO FRESCO EN CAJAS DE 3.70KG CONSUMO HUMANO DRAWBACK D.S. 104-95 EF;76,826.40;19,200.00;15,096.00;CAJA                                              ;4080;5.09;18.83,,,,
2025;1;20250102;9401;IAT-LAMBAYEQUE;LAMBAYEQUE;20547669046;EXPORTADORA EL PARQUE PERU SAC;AMERICA DEL NORTE;ESTADOS UNIDOS;SCHARFF LOGISTICA INTEGRADA S.A.;CITIKOLD DEL PERU S.A.C.;EL PARQUE ALAYA PACKING S.A.C.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS VARIEDAD ATLAS BLUE EN CAJAS DE 3.74KG COLD TREATMENT PARA CONSUMO HUMANO;65,059.72;18,931.20;15,259.20;CAJA                                              ;4080;4.26;15.95,,,,
2025;1;20250102;23548;SALAVERRY;LA LIBERTAD;20481121966;HASS PERU S.A.;AMERICA DEL NORTE;ESTADOS UNIDOS;DESPACHOS ADUANEROS CHAVIMOCHIC SAC;CITIKOLD DEL PERU S.A.C.;AVOCADO PACKING COMPANY S.A.C.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS EN CAJAS CONSUMO HUMANO;84,081.86;19,457.52;15,667.20;CAJA                                              ;4080;5.37;20.61,,,,
2025;1;20250102;23541;SALAVERRY;LA LIBERTAD;20481121966;HASS PERU S.A.;AMERICA DEL NORTE;ESTADOS UNIDOS;DESPACHOS ADUANEROS CHAVIMOCHIC SAC;CITIKOLD DEL PERU S.A.C.;AVOCADO PACKING COMPANY S.A.C.;BALBOA;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS EN CAJAS CONSUMO HUMANO;56,710.99;19,249.44;15,998.50;CAJA                                              ;4080;3.54;13.90,,,,
2025;1;20250102;767;CHANCAY;LIMA;20520866630;INKA´S BERRIES S.A.C.;AMERICA DEL NORTE;ESTADOS UNIDOS;DESPACHOS ADUANEROS CHAVIMOCHIC SAC;COSMOS AGENCIA MARITIMA SAC;INKA´S BERRIES S.A.C.;SAN ANTONIO;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS EN CAJAS 3.60 KG CONSUMO HUMANO VARIEDAD: ALESSIA BLUE;6,330.97;1,791.74;1,468.80;CAJA                                              ;408;4.31;15.52,,,,
2025;1;20250102;767;CHANCAY;LIMA;20520866630;INKA´S BERRIES S.A.C.;AMERICA DEL NORTE;ESTADOS UNIDOS;DESPACHOS ADUANEROS CHAVIMOCHIC SAC;COSMOS AGENCIA MARITIMA SAC;INKA´S BERRIES S.A.C.;SAN ANTONIO;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS EN CAJAS 3.60 KG CONSUMO HUMANO VARIEDAD: BILOXI;12,661.95;3,583.49;2,937.60;CAJA                                              ;816;4.31;15.52,,,,
2025;1;20250102;767;CHANCAY;LIMA;20520866630;INKA´S BERRIES S.A.C.;AMERICA DEL NORTE;ESTADOS UNIDOS;DESPACHOS ADUANEROS CHAVIMOCHIC SAC;COSMOS AGENCIA MARITIMA SAC;INKA´S BERRIES S.A.C.;SAN ANTONIO;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS EN CAJAS 3.60 KG CONSUMO HUMANO VARIEDAD: MATIAS;9,496.46;2,687.62;2,203.20;CAJA                                              ;612;4.31;15.52,,,,
2025;1;20250102;754;CHANCAY;LIMA;20520866630;INKA´S BERRIES S.A.C.;AMERICA DEL NORTE;ESTADOS UNIDOS;DESPACHOS ADUANEROS CHAVIMOCHIC SAC;COSMOS AGENCIA MARITIMA SAC;INKA´S BERRIES S.A.C.;SAN ANTONIO;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS EN CAJAS 4.08 KG CONSUMO HUMANO VARIEDAD: BILOXI;7,783.91;1,993.46;1,664.64;CAJA                                              ;408;4.68;19.08,,,,
2025;1;20250102;754;CHANCAY;LIMA;20520866630;INKA´S BERRIES S.A.C.;AMERICA DEL NORTE;ESTADOS UNIDOS;DESPACHOS ADUANEROS CHAVIMOCHIC SAC;COSMOS AGENCIA MARITIMA SAC;INKA´S BERRIES S.A.C.;SAN ANTONIO;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS EN CAJAS 4.08 KG CONSUMO HUMANO VARIEDAD: MATIAS;15,567.82;3,986.92;3,329.28;CAJA                                              ;816;4.68;19.08,,,,
2025;1;20250102;754;CHANCAY;LIMA;20520866630;INKA´S BERRIES S.A.C.;AMERICA DEL NORTE;ESTADOS UNIDOS;DESPACHOS ADUANEROS CHAVIMOCHIC SAC;COSMOS AGENCIA MARITIMA SAC;INKA´S BERRIES S.A.C.;SAN ANTONIO;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS EN CAJAS 4.08 KG CONSUMO HUMANO VARIEDAD: ABRIL;35,027.59;8,970.57;7,490.88;CAJA                                              ;1836;4.68;19.08,,,,
2025;1;20250102;754;CHANCAY;LIMA;20520866630;INKA´S BERRIES S.A.C.;AMERICA DEL NORTE;ESTADOS UNIDOS;DESPACHOS ADUANEROS CHAVIMOCHIC SAC;COSMOS AGENCIA MARITIMA SAC;INKA´S BERRIES S.A.C.;SAN ANTONIO;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS EN CAJAS 4.08 KG CONSUMO HUMANO VARIEDAD: SALVADOR;3,891.95;996.73;832.32;CAJA                                              ;204;4.68;19.08,,,,,,
2025;1;20250102;767;CHANCAY;LIMA;20520866630;INKA´S BERRIES S.A.C.;AMERICA DEL NORTE;ESTADOS UNIDOS;DESPACHOS ADUANEROS CHAVIMOCHIC SAC;COSMOS AGENCIA MARITIMA SAC;INKA´S BERRIES S.A.C.;SAN ANTONIO;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS EN CAJAS 3.60 KG CONSUMO HUMANO VARIEDAD: ABRIL BLUE;34,820.37;9,854.59;8,078.40;CAJA                                              ;2244;4.31;15.52,,,,
2025;1;20250102;785;CHANCAY;LIMA;20518086732;CULTIVOS ORGANICOS S.A.C.;AMERICA DEL NORTE;ESTADOS UNIDOS;PALACIOS & ASOCIADOS AGENTES DE ADUANA S.A;COSMOS AGENCIA MARITIMA SAC;CULTIVOS ORGANICOS S.A.C.;SAN ANTONIO;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS ORGANICOS MARCA: S/M, MODELO: S/M, VARIEDAD: AZRA USO: CONSUMO HUMANO, COLD TREATM;96.25;19.32;17.50;CAJA                                              ;5;5.50;19.25,,,,
2025;1;20250102;785;CHANCAY;LIMA;20518086732;CULTIVOS ORGANICOS S.A.C.;AMERICA DEL NORTE;ESTADOS UNIDOS;PALACIOS & ASOCIADOS AGENTES DE ADUANA S.A;COSMOS AGENCIA MARITIMA SAC;CULTIVOS ORGANICOS S.A.C.;SAN ANTONIO;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS ORGANICOS MARCA: S/M, MODELO: S/M, VARIEDAD: FCM17-132 USO: CONSUMO HUMANO, COLD T;57.75;11.59;10.50;CAJA                                              ;3;5.50;19.25,,,,
2025;1;20250102;785;CHANCAY;LIMA;20518086732;CULTIVOS ORGANICOS S.A.C.;AMERICA DEL NORTE;ESTADOS UNIDOS;PALACIOS & ASOCIADOS AGENTES DE ADUANA S.A;COSMOS AGENCIA MARITIMA SAC;CULTIVOS ORGANICOS S.A.C.;SAN ANTONIO;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS ORGANICOS MARCA: S/M, MODELO: S/M, VARIEDAD: EMERALD USO: CONSUMO HUMANO, COLD TRE;1,905.75;382.58;346.50;CAJA                                              ;99;5.50;19.25,,,
2025;1;20250102;785;CHANCAY;LIMA;20518086732;CULTIVOS ORGANICOS S.A.C.;AMERICA DEL NORTE;ESTADOS UNIDOS;PALACIOS & ASOCIADOS AGENTES DE ADUANA S.A;COSMOS AGENCIA MARITIMA SAC;CULTIVOS ORGANICOS S.A.C.;SAN ANTONIO;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS ORGANICOS MARCA: S/M, MODELO: S/M, VARIEDAD: FCM14-057 USO: CONSUMO HUMANO, COLD T;57.75;11.59;10.50;CAJA                                              ;3;5.50;19.25,,,,
2025;1;20250102;785;CHANCAY;LIMA;20518086732;CULTIVOS ORGANICOS S.A.C.;AMERICA DEL NORTE;ESTADOS UNIDOS;PALACIOS & ASOCIADOS AGENTES DE ADUANA S.A;COSMOS AGENCIA MARITIMA SAC;CULTIVOS ORGANICOS S.A.C.;SAN ANTONIO;MARITIMO;AGROPECUARIO Y AGROINDUSTRIAS;FRUTAS;0810400000;ARANDANOS  ROJOS,  MIRTILOS Y DEMAS FRUTOS  DEL  GENERO  VACCINIUM, FRESCOS;ARANDANOS FRESCOS ORGANICOS MARCA: S/M, MODELO: S/M, VARIEDAD: ATLAS USO: CONSUMO HUMANO, COLD TREAT;38.50;7.73;7.00;CAJA                                              ;2;5.50;19.25,,,,
